Class,Pkmn1,Pkmn2,Pkmn3,Pkmn4,Pkmn5,Pkmn6
galactic grunt,zubat,,,,,
galactic grunt,wurmple,,,,,
galactic grunt,glameow,,,,,
galactic grunt,wurmple,silcoon,,,,
galactic grunt,zubat,,,,,
galactic grunt,cascoon,,,,,
galactic grunt,zubat,glameow,,,,
galactic grunt,wurmple,zubat,,,,
galactic grunt,silcoon,,,,,
galactic grunt,wurmple,silcoon,zubat,,,
galactic grunt,beautifly,stunky,,,,
galactic grunt,dustox,croagunk,,,,
galactic grunt,glameow,,,,,
galactic grunt,beautifly,croagunk,,,,
galactic grunt,zubat,zubat,golbat,,,
galactic grunt,glameow,croagunk,stunky,,,
galactic grunt,glameow,croagunk,,,,
galactic grunt,zubat,croagunk,,,,
galactic grunt,croagunk,dustox,beautifly,,,
galactic grunt,glameow,,,,,
galactic grunt,silcoon,golbat,glameow,,,
galactic grunt,stunky,glameow,,,,
galactic grunt,beautifly,glameow,,,,
galactic grunt,golbat,,,,,
galactic grunt,dustox,bronzor,,,,
galactic grunt,glameow,,,,,
galactic grunt,wurmple,cascoon,dustox,,,
galactic grunt,stunky,,,,,
galactic grunt,bronzor,stunky,,,,
galactic grunt,golbat,golbat,,,,
galactic grunt,golbat,silcoon,,,,
galactic grunt,stunky,croagunk,,,,
galactic grunt,croagunk,stunky,glameow,,,
galactic grunt,beautifly,,,,,
galactic grunt,bronzor,,,,,
galactic grunt,dustox,golbat,dustox,,,
galactic grunt,stunky,golbat,,,,
galactic grunt,golbat,,,,,
galactic grunt,wurmple,silcoon,beautifly,,,
galactic grunt,croagunk,stunky,croagunk,,,
galactic grunt,bronzor,glameow,,,,
galactic grunt,bronzor,golbat,,,,
galactic grunt,golbat,glameow,bronzor,,,
galactic grunt,dustox,croagunk,,,,
galactic grunt,stunky,glameow,,,,
galactic grunt,stunky,,,,,
galactic grunt,glameow,,,,,
galactic grunt,glameow,,,,,
galactic grunt,stunky,,,,,
galactic grunt,zubat,zubat,,,,
galactic grunt,zubat,,,,,
galactic grunt,glameow,stunky,,,,
galactic grunt,zubat,stunky,,,,
galactic grunt,zubat,glameow,,,,
galactic grunt,glameow,,,,,
galactic grunt,croagunk,,,,,
galactic grunt,stunky,croagunk,glameow,,,
galactic grunt,zubat,stunky,,,,
galactic grunt,zubat,croagunk,,,,
galactic grunt,croagunk,,,,,
galactic grunt,houndour,golbat,,,,
galactic grunt,zubat,houndour,golbat,,,
galactic grunt,glameow,croagunk,stunky,,,
galactic grunt,glameow,murkrow,,,,
galactic grunt,golbat,,,,,
galactic grunt,croagunk,houndour,stunky,glameow,,
galactic grunt,glameow,golbat,murkrow,,,
galactic grunt,croagunk,,,,,
galactic grunt,stunky,houndour,,,,
galactic grunt,houndour,glameow,,,,
galactic grunt,golbat,,,,,
galactic grunt,houndour,murkrow,,,,
galactic grunt,glameow,,,,,
galactic grunt,glameow,murkrow,croagunk,,,
galactic grunt,stunky,,,,,
galactic grunt,murkrow,stunky,,,,
galactic grunt,golbat,golbat,,,,
galactic grunt,golbat,houndour,,,,
galactic grunt,stunky,croagunk,,,,
galactic grunt,croagunk,stunky,glameow,,,
galactic grunt,stunky,,,,,
galactic grunt,murkrow,,,,,
galactic grunt,houndour,golbat,houndour,,,
galactic grunt,stunky,golbat,,,,
galactic grunt,golbat,,,,,
galactic grunt,murkrow,glameow,murkrow,,,
galactic grunt,croagunk,croagunk,stunky,,,
galactic grunt,houndour,glameow,,,,
galactic grunt,glameow,golbat,,,,
galactic grunt,golbat,croagunk,murkrow,,,
galactic grunt,croagunk,croagunk,,,,
galactic grunt,stunky,glameow,,,,
galactic boss,murkrow,golbat,sneasel,,,
galactic boss,honchkrow,gyarados,crobat,weavile,,
galactic boss,sneasel,golbat,murkrow,,,
galactic boss,sneasel,crobat,honchkrow,,,
galactic boss,houndoom,honchkrow,crobat,gyarados,weavile,
idol,pikachu,clefairy,,,,
idol,clefairy,clefairy,,,,
idol,clefairy,clefairy,clefairy,,,
idol,clefairy,clefairy,clefairy,clefairy,,
idol,clefairy,clefairy,clefairy,clefairy,clefairy,
idol,clefairy,clefairy,clefairy,clefairy,clefairy,clefairy
jogger,luxio,staravia,ponyta,,,
jogger,luxio,staravia,rapidash,,,
jogger,luxio,staraptor,rapidash,,,
jogger,staravia,,,,,
jogger,luxio,,,,,
jogger,staravia,,,,,
jogger,ponyta,,,,,
jogger,luxio,luxio,,,,
jogger,luxio,luxio,,,,
jogger,luxray,luxray,,,,
jogger,staravia,,,,,
jogger,luxio,,,,,
jogger,staravia,,,,,
jogger,pikachu,,,,,
poke kid,pikachu,pikachu,,,,
poke kid,pikachu,,,,,
poke kid,pikachu,,,,,
poke kid,pikachu,,,,,
poke kid,pikachu,,,,,
poke kid,pikachu,pikachu,,,,
poke kid,pikachu,pikachu,pikachu,pikachu,,
poke kid,pichu,pikachu,pikachu,,,
poke kid,pichu,pikachu,pikachu,,,
poke kid,pichu,pikachu,pikachu,,,
poke kid,pichu,pikachu,raichu,,,
poke kid,pichu,pikachu,raichu,,,
poke kid,pichu,,,,,
poke kid,pikachu,,,,,
poke kid,pikachu,,,,,
poke kid,raichu,,,,,
poke kid,pikachu,pikachu,,,,
poke kid,pikachu,pikachu,pikachu,pikachu,,
rancher,aipom,psyduck,girafarig,,,
rancher,ambipom,golduck,girafarig,,,
rancher,ambipom,golduck,girafarig,,,
rancher,ponyta,,,,,
rancher,ponyta,rapidash,,,,
rancher,ponyta,miltank,tauros,rapidash,,
reporter,chatot,,,,,
reporter,murkrow,,,,,
reporter,shinx,drifloon,,,,
reporter,drifloon,luxio,,,,
reporter,drifblim,luxray,,,,
reporter,drifblim,luxray,,,,
reporter,drifblim,luxray,,,,
reporter,kirlia,,,,,
socialite,lopunny,glameow,,,,
socialite,roselia,,,,,
socialite,roselia,,,,,
socialite,roselia,,,,,
socialite,purugly,,,,,
socialite,roselia,,,,,
socialite,roselia,,,,,
socialite,roselia,,,,,
veteran,staravia,golbat,pelipper,,,
veteran,staraptor,crobat,pelipper,,,
veteran,purugly,graveler,golbat,,,
veteran,buizel,girafarig,machoke,,,
veteran,buizel,girafarig,machoke,,,
veteran,floatzel,girafarig,machamp,,,
veteran,staraptor,hippowdon,,,,
veteran,tentacruel,golem,empoleon,,,
veteran,machop,bronzor,,,,
veteran,riolu,graveler,staraptor,,,
veteran,loudred,donphan,tauros,,,
veteran,kricketune,quagsire,gengar,,,
veteran,muk,mightyena,lickitung,,,
veteran,ninjask,absol,slaking,,,
veteran,forretress,gyarados,hippowdon,,,
veteran,tangela,ponyta,buizel,,,
veteran,tangela,rapidash,floatzel,,,
veteran,floatzel,rapidash,tangrowth,,,
veteran,staraptor,lickilicky,,,,
veteran,porygon-z,tangrowth,empoleon,,,
veteran,machoke,bronzor,,,,
veteran,riolu,staraptor,graveler,,,
veteran,raticate,drifblim,shiftry,,,
veteran,parasect,rhydon,magmar,,,
waiter,minccino,lampent,,,,
waiter,clamperl,glameow,unfezant,,,
waiter,lillipup,,,,,
waitress,clefairy,,,,,
waitress,clefairy,,,,,
bug-catching man,butterfree,wormadam,beedrill,yanma,beautifly,silcoon
maid,clefairy,,,,,
maid,clefairy,,,,,
maid,clefairy,,,,,
maid,clefairy,,,,,
maid,clefairy,,,,,
arcade star,dusknoir,medicham,ludicolo,,,
arcade star,zapdos,blaziken,togekiss,,,
castle valet,staraptor,empoleon,houndoom,,,
castle valet,staraptor,empoleon,houndoom,,,
castle valet,entei,empoleon,gallade,,,
castle valet,entei,empoleon,gallade,,,
elder,bellsprout,bellsprout,hoothoot,,,
elder,bellsprout,bellsprout,hoothoot,,,
